url,location,check_in,check_out,adults,children,rooms,id,title,address,city,review_score,review_count,image,final_price,original_price,currency,tax_description,nb_livingrooms,nb_kitchens,nb_bedrooms,nb_all_beds,full_location,no_prepayment,free_cancellation,property_sustainability
"https://www.booking.com/hotel/at/vienna-living-apartments-lerchenfeldergurtel.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"5656622","Vienna City Apartments - Metro 1160 Vienna","25 Lerchenfelder Gürtel","Wien",6.9,"1239","https://cf.bstatic.com/xdata/images/hotel/square240/225490996.webp?k=b69334561ad1a0ba49a2fbfde3b539a618f2ab746ef712d3e20810aaf8b97971&o=",1050,1050,"USD","",1,1,1,2,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""16. Ottakring, Vienna"",""main_distance"":""1.7 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":[""435"",""436"",""439"",""440"",""441"",""442"",""443"",""445"",""446"",""448"",""489"",""492"",""493"",""494"",""495"",""496"",""497"",""499"",""503""],""is_sustainable"":true,""level_id"":""L2""}"
"https://www.booking.com/hotel/at/wohnung-in-zentraler-lage.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"11824569","Cozy Apartments in Central Location with Free Parking","8 Darnautgasse","Wien",8.5,"48","https://cf.bstatic.com/xdata/images/hotel/square240/542650302.jpg?k=67ca8730f7167384b995b2b72253a23908f9bcc1ab533e9720e5a0b1818a7eb7&o=",1907,1907,"USD","",1,1,2,3,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""12. Meidling, Vienna"",""main_distance"":""3.2 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":null,""is_sustainable"":false,""level_id"":""L0""}"
"https://www.booking.com/hotel/at/vienna-lights-apartments-apartment-park-view.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"10555618","Vienna Lights Apartments - Apartment Park View","Siebertgasse","Wien",7.3,"51","https://cf.bstatic.com/xdata/images/hotel/square600/488486274.jpg?k=a7ed66866723977732e65a71705d96fba53dc2d2aa2dd19a5a3ad1af400e9667&o=",943,943,"USD","",1,1,1,3,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""12. Meidling, Vienna"",""main_distance"":""2.3 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":[""435"",""436"",""439"",""440"",""441"",""442"",""443"",""445"",""446"",""448"",""489"",""492"",""493"",""494""],""is_sustainable"":true,""level_id"":""L1""}"
"https://www.booking.com/hotel/at/nahe-zentrum-2-doppelbetten-tv-netflix-disney.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"12556125","Nahe Zentrum-2 Doppelbetten-TV, Netflix, Disney","Wilhelmstraße 14/13","Wien",10,"1","",1384,1384,"USD","",0,1,2,2,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""12. Meidling, Vienna"",""main_distance"":""2.7 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":[""436"",""439"",""440"",""442"",""443"",""448"",""489"",""492"",""495"",""504""],""is_sustainable"":true,""level_id"":""L1""}"
"https://www.booking.com/hotel/at/modernes-appartement-nahe-u-bahn-und-schonbrunn-wien.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"9922202","Modernes Appartement nahe U-Bahn und Schönbrunn","8 Onno-Klopp-Gasse","Wien",8.5,"13","https://cf.bstatic.com/xdata/images/hotel/square600/449609545.webp?k=d1c01407d90cf5fec7f4fa69c60eb1c138f9f170de3df1f8a70b3fb5b101a90e&o=",819,819,"USD","",1,1,1,2,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""14. Penzing, Vienna"",""main_distance"":""3.8 miles from downtown"",""nearby_beach_names"":[]}",false,false,"{""facilities"":[""436"",""439"",""440"",""444"",""492"",""495""],""is_sustainable"":false,""level_id"":""L0""}"
"https://www.booking.com/hotel/at/viva-la-vienna-favoriten.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"12015132","Viva La Vienna Apartments","34-36 Angeligasse","Wien",9,"114","https://cf.bstatic.com/xdata/images/hotel/square240/553996088.webp?k=d56ebb7d32dd84c69bee5be89e52260857cd3707e693d255cc1e62bd4bd76c46&o=",1467,1467,"USD","",1,0,1,2,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""10. Favoriten, Vienna"",""main_distance"":""2.6 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":[""439"",""440"",""441"",""442"",""443"",""444"",""448"",""492"",""495"",""498"",""504""],""is_sustainable"":true,""level_id"":""L1""}"
"https://www.booking.com/hotel/at/gemutliches-zuhause-nur-10-min-bis-innenstadt.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"10720575","Cozy Core Vienna 10 min to Center","51 Senefeldergasse","Wien",8.2,"18","https://cf.bstatic.com/xdata/images/hotel/square600/490053760.webp?k=7695918a96d04ee1c6acf95112f71e5d81af807270118b114ec96426550f6cc7&o=",1283,1283,"USD","",0,1,1,2,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""10. Favoriten, Vienna"",""main_distance"":""2.5 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":[""435"",""436"",""492""],""is_sustainable"":false,""level_id"":""L0""}"
"https://www.booking.com/hotel/at/pelikan-apartments.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"10854429","Pelikan Apartments","14 Pelikangasse","Wien",8.6,"14","https://cf.bstatic.com/xdata/images/hotel/square240/496314846.webp?k=480119f714a0525d038cf14d3fbe03102bf4bcfa48b3a3c73ef750484f1f6d3c&o=",1584,1584,"USD","",1,1,1,2,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""09. Alsergrund, Vienna"",""main_distance"":""1.3 miles from downtown"",""nearby_beach_names"":[]}",true,false,"{""facilities"":[""182""],""is_sustainable"":false,""level_id"":""L0""}"
"https://www.booking.com/hotel/at/wiedner-apartments.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"11216309","Wiedner Apartments","30 Anzengrubergasse","Wien",7.1,"60","https://cf.bstatic.com/xdata/images/hotel/square600/512771674.webp?k=499ae65215968937c88e9583186465ddb59f0412d8680fbbfdec3bc59d08f876&o=",1716,1716,"USD","",0,1,2,2,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""05. Margareten, Vienna"",""main_distance"":""1.6 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":null,""is_sustainable"":false,""level_id"":""L0""}"
"https://www.booking.com/hotel/at/at-hauptbahnhof-close-to-belvedere-i-balcony-with-a-view.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"12785425","At Hauptbahnhof, close to Belvedere I Balcony with a View","Favoriten","Wien",9.3,"3","",1521,2414,"USD","",0,1,2,3,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""10. Favoriten, Vienna"",""main_distance"":""1.9 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":null,""is_sustainable"":false,""level_id"":""L0""}"
"https://www.booking.com/hotel/at/city-apartment-nahe-schonbrunn.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"12555880","City Apartment nahe Schönbrunn 2","Bonygasse 75","Wien",9.7,"7","https://cf.bstatic.com/xdata/images/hotel/square600/584822087.jpg?k=9311e90ef496f4ec6cfc8a10c880ba4231a9806a6a437f8ffd292ae59b6a67f9&o=",1607,1607,"USD","",0,1,1,1,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""12. Meidling, Vienna"",""main_distance"":""3.1 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":null,""is_sustainable"":false,""level_id"":""L0""}"
"https://www.booking.com/hotel/at/central-amp-spacious-3-bedroom-apartment.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"11140237","Central & Spacious CheckInVienna Apartment","21 Radetzkystraße","Wien",8.7,"7","https://cf.bstatic.com/xdata/images/hotel/square240/515551262.jpg?k=8b67fc606d5e7b0fc457acc3fef67ec91ebab4784a21639e40c8e135cf879a27&o=",2461,2461,"USD","",1,1,3,5,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""03. Landstraße, Vienna"",""main_distance"":""0.8 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":null,""is_sustainable"":false,""level_id"":""L0""}"
"https://www.booking.com/hotel/at/vienna-deluxe-apartment.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"10412701","Vienna Deluxe Apartment","5 Neusetzgasse","Wien",9,"50","",2007,2007,"USD","",1,1,1,3,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""10. Favoriten, Vienna"",""main_distance"":""2.5 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":null,""is_sustainable"":false,""level_id"":""L0""}"
"https://www.booking.com/hotel/at/easy-flat-campus.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"7905699","easy flat Campus","Severingasse","Wien",8.3,"11","https://cf.bstatic.com/xdata/images/hotel/square600/326867700.jpg?k=a6fa0548d1d2edf6020711b6c220651a163d316b6c77fbbb989c1de5f9aee166&o=",1377,1377,"USD","",0,1,1,1,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""09. Alsergrund, Vienna"",""main_distance"":""1.4 miles from downtown"",""nearby_beach_names"":[]}",false,false,"{""facilities"":[""435"",""436"",""439"",""440"",""441"",""442"",""443"",""445"",""448"",""489"",""490"",""491"",""492"",""493"",""494"",""495"",""496"",""499"",""503"",""505"",""506""],""is_sustainable"":true,""level_id"":""L2""}"
"https://www.booking.com/hotel/at/real-living-apartments-vienna.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"8594366","Buchengasse Apartment Vienna - Free Highspeed-Internet","93 Buchengasse","Wien",7.8,"240","",1271,1271,"USD","",0,1,1,3,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""10. Favoriten, Vienna"",""main_distance"":""2.3 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":[""435"",""436"",""439"",""440"",""441"",""442"",""443"",""444"",""445"",""448"",""491"",""492"",""493"",""494"",""495"",""496""],""is_sustainable"":true,""level_id"":""L1""}"
"https://www.booking.com/hotel/at/close-to-danube-and-wiener-riesenrad.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"12793475","Close To Danube and Wiener Riesenrad","Leopoldstadt","Wien",5.5,"24","https://cf.bstatic.com/xdata/images/hotel/square600/597134432.jpg?k=74f3f62cb0bb890fbc575c9631b3e3bfcfa6a750da7e0e6e6901942361ec3351&o=",1658,1658,"USD","",0,1,1,2,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""02. Leopoldstadt, Vienna"",""main_distance"":""2.4 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":null,""is_sustainable"":false,""level_id"":""L0""}"
"https://www.booking.com/hotel/at/zum-blauen-karpfen.html?checkin=2025-01-01&checkout=2025-01-10&group_adults=1&no_rooms=1&group_children=","Vienna","""2025-01-01T00:00:00.000Z""","""2025-01-10T00:00:00.000Z""",1,"",1,"12340925","Zum Blauen Karpfen","Annagasse 14","Wien",8.7,"23","",4767,4767,"USD","",1,1,2,2,"{""beach_distance"":null,""description"":""This is the straight-line distance on the map. Actual travel distance may vary."",""display_location"":""01. Innere Stadt, Vienna"",""main_distance"":""0.3 miles from downtown"",""nearby_beach_names"":[]}",false,true,"{""facilities"":[""182""],""is_sustainable"":false,""level_id"":""L0""}"
